Ticker,Name,Exchange
HSY,Hershey Foods Corp.,NYSE
HT,Hersha Hospitality Trust,NYSE
HTD,John Hancock Tax Advantaged Dividend,NYSE
HTGC,Hercules Technology Growth Capital,NYSE
HTH,Hilltop Holdings Inc.,NYSE
HTY,John Hancock Tax-Advantaged Global,NYSE
HTZ,Hertz Global Holdings Inc,NYSE
HUM,Humana Inc.,NYSE
HUN,Huntsman Corp.,NYSE
HVT,Haverty Furniture Companies,NYSE
HXL,Hexcel Corp.,NYSE
HY,Hyster-Yale Materials Handling,NYSE
HYB,New America High,NYSE
HYI,Western Asset High Yield Defined,NYSE
HYT,Blackrock High Yield Fund Vi Inc,NYSE
HZO,Marinemax,NYSE
IAE,ING Asia Pacific High Dividend Equity,NYSE
IAG,Iamgold Corp.,NYSE
IBM,International Business Machines Corp.,NYSE
IBN,Icici Bank Limited,NYSE
ICE,Intercontinentalexchange,NYSE
IDA,Idacorp,NYSE
IDE,ING Infrastructure Industrial,NYSE
IDT,Idt Corp.,NYSE
IEX,Idex Corp.,NYSE
IFF,Internationa Flavors & Fragrances,NYSE
IFN,India Fund,NYSE
IGA,ING Global Advantage And Premium,NYSE
IGD,ING Global Equity Dividend And Premium,NYSE
IGI,Western Asset Investment Grade Defined,NYSE
IGR,ING Clarion Global Real Estate,NYSE
IGT,International Game Technology,NYSE
IHD,ING Emerging Markets High Dividend,NYSE
IHG,Intercontinental Hotels Group,NYSE
IHS,Ihs Inc.,NYSE
IIF,Morgan Stanley India Investment Fund Inc,NYSE
IIM,Invesco Insured Muni Income Trust,NYSE
IMAX,Imax Corp.,NYSE
INFY,Infosys Limited,NYSE
ING,ING Group N.V.,NYSE
INGR,Ingredion Inc,NYSE
INN,Summit Hotel Properties,NYSE
INT,World Fuel Services Corp.,NYSE
IP,International Paper Company,NYSE
IPG,Interpublic Group Of Companies,NYSE
IPI,Intrepid Potash Inc,NYSE
IQI,Invesco Quality Muni Income Trust,NYSE
IR,Ingersoll-Rand Plc [Ireland],NYSE
IRM,Iron Mountain Inc.,NYSE
IRS,Irsa Inversiones Y Representaciones S.A.,NYSE
ISD,Prudential Short Duration High,NYSE
ISP,ING Group N.V.,NYSE
IT,Gartner,NYSE
ITT,Itt Industries,NYSE
ITUB,Itau Unibanco Banco Holding Sa,NYSE
ITW,Illinois Tool Works Inc.,NYSE
IVR,Invesco Mortgage Capital Inc,NYSE
IVZ,Invesco Plc,NYSE
IX,Orix Corp Ads,NYSE
JBI,Lehman Abs Cp 7.857%,NYSE
JBK,Lehman Abs Corp.,NYSE
JBL,Jabil Circuit,NYSE
JBT,John Bean Technologies Corp.,NYSE
JCE,Nuveen Core Equity Alpha Fund,NYSE
JCI,Johnson Controls,NYSE
JEQ,Japan Equity Fund,NYSE
JFR,Nuveen Floating Rate,NYSE
JHI,John Hancock Investors Trust,NYSE
JHS,John Hancock Income Securities Trust,NYSE
JHX,James Hardie Industries Se,NYSE
JKS,Jinkosolar Holding Company Limited,NYSE
JLL,Jones Lang Lasalle Inc.,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,NYSE
JNJ,Johnson & Johnson,NYSE
JNPR,Juniper Networks,NYSE
JOE,St. Joe Company,NYSE
JOF,Japan Smaller Capitalization Fund Inc,NYSE
JPC,Nuveen Preferred And Convertible,NYSE
JPI,Nuveen Preferred And Income Term Fund,NYSE
JPM,J P Morgan Chase & Co,NYSE
JPS,Nuveen Quality Preferred 2,NYSE
JQC,Nuveen Preferred And Convertible 2,NYSE
JRI,Nuveen Real Asset Income And Gr,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy,NYSE
JSD,Nuveen Short Duration Credit O,NYSE
JWN,Nordstrom,NYSE
K,Kellogg Company,NYSE
KAI,Kadant Inc,NYSE
KAMN,Kaman Corp.,NYSE
KAR,Kar Auction Services Inc,NYSE
KB,Kb Financial Group Inc,NYSE
KBH,Kb Home,NYSE
KBR,Kbr,NYSE
KEP,Korea Electric Power Corp.,NYSE
KEX,Kirby Corp.,NYSE
KEY,Keycorp,NYSE
KF,Korea Fund,NYSE
KFS,Kingsway Financial Services,NYSE
KFY,Korn/Ferry International,NYSE
KGC,Kinross Gold Corp.,NYSE
KIM,Kimco Realty Corp.,NYSE
KIO,Kkr Income Opportunities Fund,NYSE
KKR,Kkr,NYSE
KMB,Kimberly-Clark Corp.,NYSE
KMF,Kayne Anderson Midstream Energy Fund,NYSE
KMI,Kinder Morgan,NYSE
KMPR,Unitrin,NYSE
KMT,Kennametal Inc.,NYSE
KMX,Carmax Inc,NYSE
KNOP,Knot Offshore Partners Lp Commo,NYSE
KNX,Knight Transportation,NYSE
KO,Coca-Cola Company,NYSE
KOF,Coca Cola Femsa S.A.B. De C.V.,NYSE
KOP,Koppers Holdings Inc.,NYSE
KOS,Kosmos Energy Ltd.,NYSE
KR,Kroger Company,NYSE
KRC,Kilroy Realty Corp.,NYSE
KRG,Kite Realty Group Trust,NYSE
KRO,Kronos Worldwide Inc,NYSE
KS,Kapstone Paper And Packaging Corp.,NYSE
KSM,Scudder Strategic Municiple Income Trust,NYSE
KSS,Kohl's Corp.,NYSE
KT,Korea Telecom Corp.,NYSE
KTF,Scudder Municiple Income Trust,NYSE
KTH,Lehman Abs Corp.,NYSE
KTN,Lehman Abs Corp.,NYSE
KW,Kennedy-Wilson Holdings Inc.,NYSE
KWR,Quaker Chemical Corp.,NYSE
KYN,Kayne Anderson MLP Investment Company,NYSE
L,Loews Corp.,NYSE
LAD,Lithia Motors,NYSE
LAZ,Lazard Ltd,NYSE
LDP,Cohen & Steers Limited Duration,NYSE
LEA,Lear Corp.,NYSE
LEE,Lee Enterprises Inc.,NYSE
LEG,Leggett & Platt Inc.,NYSE
LEN,Lennar Corp.,NYSE
LEO,Dreyfus Strategic Municipals,NYSE
LGI,Lazard Global Total Return And,NYSE
LH,Laboratory Corporation Of America,NYSE
LII,Lennox International,NYSE
LIN,Lin Media Llc,NYSE
LITB,Lightinthebox Holding Co. Ltd,NYSE
LL,Lumber Liquidators Holdings Inc,NYSE
LLY,Eli Lilly And Company,NYSE
LMT,Lockheed Martin Corp.,NYSE
LNC,Lincoln National Corp.,NYSE
LND,Brasilagro Brazi ADR,NYSE
LNN,Lindsay Corp.,NYSE
LNT,Alliant Energy Corp.,NYSE
LOW,Lowe's Companies,NYSE
LPL,Lg Display Co. Limited American,NYSE
LPX,Louisiana-Pacific Corp.,NYSE
LRN,K12 Inc,NYSE
LTC,Ltc Properties,NYSE
LUV,Southwest Airlines Company,NYSE
LUX,Luxottica Group S.P.A.,NYSE
LVS,Las Vegas Sands,NYSE
LXFR,Luxfer Holdings Plc,NYSE
LXP,Lexington Realty Trust,NYSE
LXU,Lsb Industries Inc.,NYSE
LYB,Lyondellbasell Industries Nv,NYSE
LYG,Lloyds Banking Group Plc,NYSE
LYV,Live Nation Entertainment,NYSE
LZB,La-Z-Boy Inc.,NYSE
M,Macy's Inc,NYSE
MA,Mastercard Inc.,NYSE
MAA,Mid-America Apartment Communities,NYSE
MAC,Macerich Company,NYSE
MAIN,Main Street Capital Corp.,NYSE
MAN,Manpower Inc,NYSE
MANU,Manchester United Ltd.,NYSE
MAR,Marriot International,NYSE
MAS,Masco Corp.,NYSE
MATX,Matson Inc,NYSE
MAV,Pioneer Muni High Income Advantage Trust,NYSE
MBI,Mbia,NYSE
MCD,Mcdonald's Corp.,NYSE
MCI,Massmutual Corporate Investors,NYSE
MCK,Mckesson Corp.,NYSE
MCN,Madison/Claymore Covered Call & Equity,NYSE
MCO,Moody's Corp.,NYSE
MCR,Mfs Charter Income Trust,NYSE
MCS,Marcus Corp.,NYSE
MCY,Mercury General Corp.,NYSE
MD,Mednax Inc,NYSE
MDC,M.D.C. Holdings,NYSE
MDT,Medtronic,NYSE
MDU,Mdu Res Group Inc,NYSE
MED,Medifast Inc,NYSE
MEG,Media General,NYSE
MEI,Methode Electronics,NYSE
MET,Metlife,NYSE
MFA,Mfa Financial Inc,NYSE
MFC,Manulife Financial Corp,NYSE
MFD,Macquarie/First Trust Global,NYSE
MFG,Mizuho Financial Group,NYSE
MFM,Mfs Muni Income Trust,NYSE
MFV,Mfs Special Value Trust,NYSE
MG,Mistras Group Inc,NYSE
MGA,Magna International,NYSE
MGF,Mfs Government Markets Income Trust,NYSE
MGM,Mgm Resorts International,NYSE
MGR,Affiliated Managers Group Inc,NYSE
MHD,Blackrock Muniholdings Fund,NYSE
MHF,Western Asset Muni High,NYSE
MHI,Pioneer Muni High Income Trust,NYSE
MHK,Mohawk Industries,NYSE
MHN,Blackrock Muniholdings New York Quality,NYSE
MHO,M/I Homes,NYSE
MIG,Meadowbrook Insurance Group,NYSE
MIN,Mfs Intermediate Income Trust,NYSE
MITT,Ag Mortgage Investment Trust,NYSE
MIXT,Mix Telematics Limited,NYSE
MIY,Blackrock Muniyield Michigan Quality,NYSE
MKC,Mccormick & Company Inc.,NYSE
MKL,Markel Corp.,NYSE
MLI,Mueller Industries,NYSE
MLM,Martin Marietta Materials,NYSE
MLP,Maui Land & Pineapple Company,NYSE
MLR,Miller Industries,NYSE
MMC,Marsh & Mclennan Companies,NYSE
MMD,Mainstay Defined Muni Opp Fund,NYSE
MMM,3M Company,NYSE
MMP,Magellan Midstream Partners L.P.,NYSE
MMS,Maximus,NYSE
MMT,Mfs Multimarket Income Trust,NYSE
MMU,Western Asset Managed Municipals Fund,NYSE
MNK,Mallinckrodt Plc Ordinary Share,NYSE
MNP,Western Asset Muni Partners Fund,NYSE
MO,Altria Group,NYSE
MOD,Modine Manufacturing Company,NYSE
MODN,Model N Inc. Common Stock,NYSE
MOH,Molina Healthcare Inc,NYSE
MOS,Mosaic Company,NYSE
MOV,Movado Group Inc.,NYSE
MPA,Blackrock Muniyield Pennsylvania Quality,NYSE
MPC,Marathon Petroleum Corporation,NYSE
MPLX,Mplx Lp,NYSE
MPV,Massmutual Participation Investors,NYSE
MPW,Medical Properties Trust,NYSE
MPX,Marine Products Corp.,NYSE
MQT,Blackrock Muniyield Quality Fund II,NYSE
MQY,Blackrock Muniyield Quality Fund,NYSE
MRC,Mrc Global Inc.,NYSE
MRIN,Marin Sotfware Incorporated,NYSE
MRK,Merck & Company,NYSE
MRO,Marathon Oil Corp.,NYSE
MS,Morgan Stanley,NYSE
MSA,Mine Safety Appliances Company,NYSE
MSB,Mesabi Trust,NYSE
MSCI,MSCI Inc,NYSE
MSD,Morgan Stanley Emerging Markets Debt,NYSE
MSI,Motorola Solutions,NYSE
MSM,Msc Industrial Direct Company,NYSE
MT,Arcelormittal,NYSE
MTB,M&T Bank Corp.,NYSE
MTCN,Arcelormittal,NYSE
MTD,Mettler-Toledo International,NYSE
MTDR,Matador Resources Company,NYSE
MTG,Mgic Investment Corp.,NYSE
MTH,Meritage Corp.,NYSE
MTN,Vail Resorts,NYSE
MTR,Mesa Royalty Trust,NYSE
MTRN,Brush Wellman Inc,NYSE
MTW,Manitowoc Company,NYSE
MTX,Minerals Technologies Inc.,NYSE
MTZ,Mastec,NYSE
MUA,Blackrock Muniassets Fund,NYSE
MUC,Blackrock Muniholdings California,NYSE
MUE,Blackrock Muniholdings Quality Fund II,NYSE
MUI,Blackrock Muni Intermediate Duration,NYSE
MUJ,Blackrock Muniholdings New Jersey,NYSE
MUR,Murphy Oil Corp.,NYSE
MUX,Mcewen Mining Inc,NYSE
MVO,Mv Oil Trust,NYSE
MVT,Blackrock Munivest Fund II,NYSE
MWA,Mueller Water Products,NYSE
MWG,Morgan Stanley Cap TR IV Gtd Cap Secs,NYSE
MX,Magnachip Semiconductor Corp.,NYSE
MXE,Mexico Equity And,NYSE
MXF,Mexico Fund,NYSE
MXL,Maxlinear Inc,NYSE
MYD,Blackrock Muniyield Fund,NYSE
MYE,Myers Industries,NYSE
MYI,Blackrock Muniyield Quality Fund III,NYSE
MYN,Blackrock Muniyield New York Quality,NYSE
NAC,Nuveen California Divadv Fund,NYSE
NAD,Nuveen Divadv Fund,NYSE
NAN,Nuveen New York Divadv Fund,NYSE
NAT,Nordic American Tanker Shipping Limited,NYSE
NAZ,Nuveen Arizona Premium Fund,NYSE
NBB,Nuveen Build America Bond Fund,NYSE
NBHC,National Bank Holdings Corp.,NYSE
NBR,Nabors Industries,NYSE
NC,Nacco Industries,NYSE
NCA,Nuveen California Muni Value Fund,NYSE
NCR,Ncr Corp.,NYSE
NCV,Agic Convertible &,NYSE
NCZ,Agic Convertible & II,NYSE
NDP,Tortoise Energy Independence F,NYSE
NE,Noble Corp.,NYSE
NEE,Nextera Energy,NYSE
NEM,Newmont Mining Corp.,NYSE
NEU,Newmarket Corp.,NYSE
NFG,National Fuel Gas Company,NYSE
NFJ,Nfj Dividend Interest & Premium Strategy,NYSE
NGG,National Grid Transco Plc,NYSE
NGL,Ngl Energy Partners Lp,NYSE
NGS,Natural Gas Services Group,NYSE
NGVC,Natural Grocers By Vitamin Cottage Inc,NYSE
NHI,National Health Investors,NYSE
NI,Nisource Inc,NYSE
NIE,Agic Equity & Convertible,NYSE
NIM,Nuveen Maturities Fund,NYSE
NIO,Nuveen Insured Muni Opportunity Fund,NYSE
NIQ,Nuveen Intermediate Duration Q,NYSE
NJR,Newjersey Resources Corp.,NYSE
NKE,Nike,NYSE
NL,Nl Industries,NYSE
NLS,Nautilus Group,NYSE
NLY,Annaly Capital Management Inc,NYSE
NM,Navios Maritime Holdings Inc.,NYSE
NMFC,New Mountain Finance Corporati,NYSE
NMI,Nuveen Muni,NYSE
NMM,Navios Maritime Partners Lp,NYSE
NMR,Nomura Holdings Inc ADR,NYSE
NMT,Nuveen Massachusetts Premium Fund,NYSE
NNI,Nelnet,NYSE
NNN,National Retail Properties,NYSE
NNY,Nuveen New York Muni Value Fund,NYSE
NOA,North American Energy Partners,NYSE
NOAH,Noah Holdings Ltd,NYSE
NOC,Northrop Grumman Corp.,NYSE
NOK,Nokia Corp.,NYSE
NOV,National-Oilwell,NYSE
NOW,Servicenow Inc.,NYSE
NPK,National Presto Industries,NYSE
NPO,Enpro Industries,NYSE
NPV,Nuveen Virginia Premium Fund,NYSE
NQP,Nuveen Pennsylvania Investment,NYSE
NR,Newpark Resources,NYSE
NRG,Nrg Energy,NYSE
NRP,Natural Resource Partners Lp,NYSE
NRT,North European Oil Royality Trust,NYSE
NS,Nustar Energy L.P.,NYSE
NSC,Norfolk Souther Corp.,NYSE
NSL,Nuveen Senior,NYSE
NSP,Insperity Inc,NYSE
NSS,Nustar Logistics L.P.,NYSE
NTG,Tortoise MLP Fund,NYSE
NTZ,Natuzzi S.P.A.,NYSE
NU,Northeast Utilities,NYSE
NUE,Nucor Corp.,NYSE
NUO,Nuveen Ohio Quality,NYSE
NUS,Nu Skin Enterprises,NYSE
NUV,Nuveen Muni Value Fund,NYSE
NUW,Nuveen Muni Value Fund,NYSE
NVO,Novo Nordisk A/S,NYSE
NVR,Nvr,NYSE
NVS,Novartis Ag,NYSE
NWE,Northwestern Corp.,NYSE
NWL,Newell Rubbermaid Inc.,NYSE
NWN,Northwest Natural Gas Company,NYSE
NX,Quanex Building Products Corp.,NYSE
NXC,Nuveen California Tax-Free Income,NYSE
NXN,Nuveen Insured New York Tax-Free,NYSE
NXP,Nuveen Tax Free Income Portfolio,NYSE
NYCB,New York Community Bancorp,NYSE
NYT,New York Times Company,NYSE
O,Realty Income Corp.,NYSE
OB,Onebeacon Insurance Group,NYSE
OC,Owens Corning Inc,NYSE
OCN,Ocwen Financial Corp.,NYSE
ODC,Oil-Dri Corporation Of America,NYSE
ODP,Office Depot,NYSE
OFC,Corporate Office Properties,NYSE
OFG,Oriental Financial Group,NYSE
OGE,Oge Energy Corp.,NYSE
OHI,Omega Healthcare Investors,NYSE
OI,Owens-Illinois,NYSE
OIA,Invesco Muni Income Trust,NYSE
OII,Oceaneering International,NYSE
OIS,Oil States International,NYSE
OKE,Oneok,NYSE
OLN,Olin Corp.,NYSE
OLP,One Liberty Properties,NYSE
OMC,Omnicom Group Inc.,NYSE
OMI,Owens & Minor,NYSE
ONB,Old National Bancorp Capital,NYSE
OPK,Opko Health Inc,NYSE
OPY,Oppenheimer Holdings,NYSE
ORA,Ormat Technologies,NYSE
ORAN,Orange Ads,NYSE
ORCL,Oracle Corp.,NYSE
ORI,Old Republic International Corp.,NYSE
ORN,Orion Marine Group Inc,NYSE
OSK,Oshkosh Truck Corp.,NYSE
OXM,Oxford Industries,NYSE
OXY,Occidental Petroleum Corp.,NYSE
PAA,Plains All American Pipeline L.P.,NYSE
PAC,Grupo Aeroportuario Del Pacifico,NYSE
PAG,Penske Automotive Group,NYSE
PAI,Pacific American Income Shares,NYSE
PAM,Pampa Energia S.A.,NYSE
PANW,Palo Alto Networks Inc.,NYSE
PAR,Par Technology Corp.,NYSE
PAY,Verifone Systems,NYSE
PB,Prosperity Bancshares,NYSE
PBA,Pembina Pipeline Cor,NYSE
PBF,Pbf Energy Inc.,NYSE
PBH,Prestige Brand Holdings,NYSE
PBI,Pitney Bowes Inc,NYSE
PBR,Petroleo Brasileiro S.A.- Petrobras,NYSE
PBT,Permian Basin Royalty Trust,NYSE
PBYI,Puma Biotechnology,NYSE
PCF,Putnam High Income Bond Fund,NYSE
PCG,Pacific Gas & Electric Co.,NYSE
PCK,Pimco California Muni II,NYSE
PCM,Pimco Commercial Mortgage Securities,NYSE
PCN,Pimco Corporate,NYSE
PCQ,Pimco California Muni,NYSE
PDI,Pimco Dynamic Income Fund,NYSE
PDM,Piedmont Office Realty Trust,NYSE
PDS,Precision Drilling Corp.,NYSE
PDT,John Hancock Premium Dividend Fund,NYSE
PEB,Pebblebrook Hotel Trust,NYSE
PEG,Public Service Enterprise Group Inc.,NYSE
PEO,Petroleum Resources Corp.,NYSE
PEP,Pepsico,NYSE
PFD,Flaherty & Crumrine Preferred Inc.,NYSE
PFE,Pfizer,NYSE
PFG,Principal Financial Group Inc,NYSE
PFH,Cabco TR Jcp 7.625,NYSE
PFL,Pimco Income Strategy Fund,NYSE
PFN,Pimco Income Strategy Fund II,NYSE
PFO,Flaherty & Crumrine Preferred Fund,NYSE
PFS,Provident Financial Services,NYSE
PFSI,Pennymac Financial Services In,NYSE
PFX,Phoenix Companies,NYSE
PG,Procter & Gamble Company,NYSE
PGP,Pimco Global Stocksplus & Income,NYSE
PGR,Progressive Corp.,NYSE
PGZ,Principal Real Estate Income F,NYSE
PH,Parker-Hannifin Corp.,NYSE
PHD,Pioneer Floating Rate Trust,NYSE
PHG,Koninklijke Philips Electronics,NYSE
PHI,Philippine Long Distance Telephone,NYSE
PHK,Pimco High,NYSE
PHM,Pultegroup,NYSE
PHT,Pioneer High Income Trust,NYSE
PHX,Panhandle Royalty Company,NYSE
PII,Polaris Industries Inc.,NYSE
PIM,Putnam Master Intermediate Income,NYSE
PKE,Park Electrochemical Corp.,NYSE
PKG,Packaging Corporation Of America,NYSE
PKI,Perkinelmer,NYSE
PKX,Pohang Iron & Steel Co.,NYSE
PL,Protective Life Corp.,NYSE
PLD,Prologis Inc,NYSE
PLL,Pall Corp.,NYSE
PLOW,Douglas Dynamics,NYSE
PM,Philip Morris International Inc,NYSE
PMF,Pimco Muni,NYSE
PML,Pimco Muni II,NYSE
PMM,Putnam Managed Muni Income Trust,NYSE
PMO,Putnam Muni Opportunities Trust,NYSE
PMT,Pennymac Mortgage Investment Trust,NYSE
PMX,Pimco Muni Income Fund III,NYSE
PNC,Pnc Bank,NYSE
PNF,Pimco New York Muni,NYSE
PNI,Pimco New York Muni II,NYSE
PNM,Pnm Resources Inc.,NYSE
PNR,Pentair,NYSE
PNW,Pinnacle West Capital Corp.,NYSE
POL,Polyone Corp.,NYSE
POR,Portland General Electric Company,NYSE
POST,Post Holdings Inc. Common Stoc,NYSE
PPG,Ppg Industries,NYSE
PPL,Ppl Corp.,NYSE
PPT,Putnam Premier Income Trust,NYSE
PRA,Pro-Assurance Corp.,NYSE
PRE,Partnerre Ltd,NYSE
PRGO,Perrigo Company,NYSE
PRH,Prudential Financial Inc.,NYSE
PRI,Primerica,NYSE
PRLB,Proto Labs Inc.,NYSE
PRO,Pros Holdings,NYSE
PRU,Prudential Financial Inflation Retail,NYSE
PSA,Public Storage,NYSE
PSF,Cohen & Steers Preferred Fund,NYSE
PSO,Pearson Plc,NYSE
PSX,Phillips 66 Common Stock,NYSE
PT,Portugal Telecom Sgps S.A .,NYSE
PTY,Pimco Corporate Opportunity Fund,NYSE
PUK,Prudential Public Limited Company,NYSE
PULS,Pulse Electronics Corp.,NYSE
PVH,Phillips-Van Heusen Corp.,NYSE
PWR,Quanta Services,NYSE
PX,Praxair,NYSE
PXD,Pioneer Natural Resources Company,NYSE
PYN,Pimco New York Muni Income Fund III,NYSE
PYS,Pplus Trust,NYSE
PYT,Pplus Trust,NYSE
PZC,Pimco California Muni Income Fund III,NYSE
QUAD,Quad Graphics Inc,NYSE
R,Ryder System,NYSE
RAD,Rite Aid Corp.,NYSE
RATE,Bankrate Inc.,NYSE
RBA,Ritchie Bros. Auctioneers Inc.,NYSE
RBC,Regal-Beloit Corp.,NYSE
RCI,Rogers Communication,NYSE
RCL,Royal Caribbean Cruises Ltd,NYSE
RCS,Rcm Strategic Global Government Fund,NYSE
RDN,Radian Group Inc.,NYSE
RDY,Dr. Reddy's Laboratories Ltd,NYSE
RE,Everest Re Group,NYSE
REG,Regency Centers Corp.,NYSE
RENN,Renren Inc.,NYSE
RES,Rpc,NYSE
RESI,Altisource Residential Corporat,NYSE
REX,Rex Stores Corp.,NYSE
REXR,Rexford Industrial Realty Inc,NYSE
RF,Regions Financing TR I,NYSE
RFI,Cohen & Steers Total Return Realty Fund,NYSE
RGA,Reinsurance Group Of America Inc.,NYSE
RGC,Regal Entertainment Group,NYSE
RGP,Ross Group Plc,NYSE
RGR,Sturm Ruger & Company,NYSE
RGS,Regis Corp.,NYSE
RH,Restoration Hardware Holdings,NYSE
RHI,Robert Half International Inc.,NYSE
RHP,Gaylord Entertainment Company,NYSE
RIG,Transocean Inc.,NYSE
RIO,Rio Tinto Plc,NYSE
RJF,Raymond James Financial,NYSE
RKT,Rock-Tenn Company,NYSE
RL,Ralph Lauren Corp.,NYSE
RLI,Rli Corp.,NYSE
RLJ,Rlj Lodging Trust,NYSE
RM,Regional Managment Corp,NYSE
RMD,Resmed Inc.,NYSE
RMT,Royce Micro-Cap Trust,NYSE
RNP,Cohen & Steers REIT And Preferred,NYSE
RNR,Renaissancere Holdings Ltd,NYSE
ROC,Rockwood Holdings,NYSE
ROG,Rogers Corp.,NYSE
ROK,Rockwell Automation Inc,NYSE
ROL,Rollins,NYSE
ROP,Roper Industries,NYSE
RPM,Rpm,NYSE
RPT,Ramco-Gershenson Properties Trust,NYSE
RQI,Cohen & Steers Quality Income Realty,NYSE
RRC,Range Resources Corp.,NYSE
RRTS,Roadrunner Transportation Systems Inc,NYSE
RS,Reliance Steel & Aluminum Company,NYSE
RSG,Republic Services,NYSE
RVT,Royce Value Trust,NYSE
RWT,Redwood Trust,NYSE
RY,Royal Bank Of Canada,NYSE
RYN,Rayonier Inc. REIT,NYSE
S,Sprint Corporation Series 1,NYSE
SA,Seabridge Gold,NYSE
SAH,Sonic Automotive,NYSE
SAI,Saic Inc,NYSE
SAM,Boston Beer Company,NYSE
SAN,Banco Santander,NYSE
SAP,Sap Ag,NYSE
SAR,Saratoga Investment Corp,NYSE
SB,Safe Bulkers Inc,NYSE
SBH,Sally Beauty Holdings,NYSE
SBR,Sabine Royalty Trust,NYSE
SBS,Cia De Saneamento Basico Do Estado,NYSE
SCCO,Southern Peru Copper Corp.,NYSE
SCD,Lmp Capital And Income Fund Inc.,NYSE
SCHW,The Charles Schwab Corp.,NYSE
SCI,Service Corporation International,NYSE
SCL,Stepan Company,NYSE
SCM,Stellus Capital Investment Cor,NYSE
SCS,Steelcase Inc.,NYSE
SCU,Scana Corp.,NYSE
SCX,L.S. Starrett Company,NYSE
SD,Sandridge Energy Inc.,NYSE
SDRL,Seadrill Limited,NYSE
SE,Spectra Energy Corp,NYSE
SEAS,Seaworld Entertainment Inc. Co,NYSE
SEE,Sealed Air Corp.,NYSE
SEM,Select Medical Holdings Corp.,NYSE
SF,Stifel Financial Corp.,NYSE
SFB,Stifel Financial Corp.6.70% Se,NYSE
SFE,Safeguard Scientifics,NYSE
SFL,Ship Finance International,NYSE
SFY,Swift Energy Company,NYSE
SGU,Star Gas Partners L.P.,NYSE
SHG,Shinhan Financial Group Co Ltd,NYSE
SHO,Sunstone Hotel Investors,NYSE
SHW,Sherwin-Williams Company,NYSE
SI,Siemens Ag,NYSE
SID,National Steel Corp.,NYSE
SIG,Signet Jewelers Limited,NYSE
SIR,Select Income REIT Common Share,NYSE
SIX,Six Flags Entertainment Corporation New,NYSE
SJM,J.M. Smucker Company,NYSE
SJT,San Juan Basin Royalty Trust,NYSE
SJW,Sjw Corp.,NYSE
SKM,Sk Telecom Corporation,NYSE
SKT,Tanger Factory Outlet Centers,NYSE
SKX,Skechers U.S.A.,NYSE
SKY,Skyline Corp.,NYSE
SLB,Schlumberger N.V.,NYSE
SLCA,U.S. Silica Holdings Inc.,NYSE
SLF,Sun Life Financial Inc.,NYSE
SLG,Sl Green Realty Corp.,NYSE
SM,Sm Energy Company,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc,NYSE
SMG,Scotts Miracle-Gro Company,NYSE
SMI,Semiconductor Manufacturing,NYSE
SMLP,Summit Midstream Partners Lp,NYSE
SMP,Standard Motor Products,NYSE
SNA,Snap-On Inc.,NYSE
SNN,Smith & Nephew Snats,NYSE
SNV,Synovus Financial Corp.,NYSE
SNX,Synnex Corp.,NYSE
SNY,Sanofi-Aventis Sa,NYSE
SO,Southern Company,NYSE
SOL,Renesola Ltd,NYSE
SON,Sonoco Products Company,NYSE
SOR,Source Capital,NYSE
SPB,Spectrum Brands Holdings,NYSE
SPE,Special Opportunities Fund Inc.,NYSE
SPG,Simon Property Group,NYSE
SPH,Suburban Propane Partners L.P.,NYSE
SPLP,Steel Partners Hldgs,NYSE
SPR,Spirit Aerosystems Holdings,NYSE
SQM,Sociedad Quimica Y Minera S.A.,NYSE
SQNS,Sequans Communications S A,NYSE
SR,Standard Register Company,NYSE
SRC,Spirit Realty Capital Inc.,NYSE
SRE,Sempra Energy,NYSE
SRI,Stoneridge,NYSE
SRT,Startek,NYSE
SRV,The Cushing MLP Total Return Fund,NYSE
SSD,Simpson Manufacturing Company,NYSE
SSL,Sasol Ltd,NYSE
SSP,E.W. Scripps Company,NYSE
SSTK,Shutterstock Inc.,NYSE
ST,Sensata Technologies Holding N.V.,NYSE
STAG,STI Inc,NYSE
STC,Stewart Information Services Corp.,NYSE
STE,Steris Corp.,NYSE
STK,Columbia Seligman Premium Technology,NYSE
STM,Stmicroelectronics N.V.,NYSE
STN,Stantec Inc,NYSE
STNG,Scorpio Tankers Inc.,NYSE
STR,Questar Corp.,NYSE
STRI,Str Holdings Inc,NYSE
STT,State Street Corp,NYSE
STWD,Starwood Property Trust,NYSE
STZ,Constellation Brands Inc,NYSE
SU,Suncor Energy Inc.,NYSE
SUI,Sun Communities,NYSE
SUP,Superior Industries International,NYSE
SVM,Silvercorp Metals Inc,NYSE
SWI,Solarwinds,NYSE
SWK,Stanley Black & Decker Inc,NYSE
SWN,Southwestern Energy Company,NYSE
SWX,Southwest Gas Corp.,NYSE
SWZ,Swiss Helvetia Fund,NYSE
SXC,Suncoke Energy Inc,NYSE
SXI,Standex International Corp.,NYSE
SXT,Sensient Technologies Corp.,NYSE
SYK,Stryker Corp.,NYSE
SYT,Syngenta Ag,NYSE
SYY,Sysco Corp.,NYSE
T,AT&T Inc.,NYSE
TA,Travelcenters Of America Llc,NYSE
TAC,Transalta Corp.,NYSE
TAL,Tal International Group,NYSE
